Account Number,As of Date,Currency,Primary Account Info,Secondary Account Info,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
1021976223,2025-02-14,CAD,Primary Info 20,Secondary Info 20,345872.78,216173.81,129698.97,Matched,Approved
2803531513,2024-10-22,GBP,Primary Info 21,Secondary Info 21,37109.56,115730.79,-78621.23,Unmatched,Approved
6789408791,2024-09-23,AUD,Primary Info 22,Secondary Info 22,183358.35,262248.2,-78889.85,Matched,Pending investigation
1036276139,2025-03-14,INR,Primary Info 23,Secondary Info 23,320125.25,45140.43,274984.82,Partially Matched,Check discrepancy
2557535214,2025-01-01,JPY,Primary Info 24,Secondary Info 24,330949.87,345960.03,-15010.16,Pending,Needs review
7013075851,2024-04-15,AUD,Primary Info 25,Secondary Info 25,200658.21,46585.4,154072.81,Matched,Needs review
8719593775,2024-09-25,INR,Primary Info 26,Secondary Info 26,41597.23,432078.15,-390480.92,Matched,
4674722306,2025-03-15,JPY,Primary Info 27,Secondary Info 27,238229.19,423436.92,-185207.73,Matched,Check discrepancy
5925701783,2024-08-02,INR,Primary Info 28,Secondary Info 28,415715.61,232541.27,183174.34,Pending,Pending investigation
2857924824,2024-06-01,EUR,Primary Info 29,Secondary Info 29,106313.25,182387.44,-76074.19,Partially Matched,Needs review
9463383422,2025-01-25,EUR,Primary Info 30,Secondary Info 30,405037.77,257490.73,147547.04,Unmatched,
1511925015,2024-08-22,AUD,Primary Info 31,Secondary Info 31,44977.54,169643.08,-124665.54,Partially Matched,Needs review
2454408209,2024-06-11,GBP,Primary Info 32,Secondary Info 32,236235.09,107710.65,128524.44,Pending,Check discrepancy
2423104396,2024-05-30,INR,Primary Info 33,Secondary Info 33,134421.79,125263.38,9158.41,Unmatched,Approved
1358361489,2024-11-06,JPY,Primary Info 34,Secondary Info 34,167731.77,184730.36,-16998.59,Matched,
3150232817,2025-02-07,GBP,Primary Info 35,Secondary Info 35,233287.21,331645.68,-98358.47,Unmatched,Check discrepancy
8041366941,2024-11-27,EUR,Primary Info 36,Secondary Info 36,92338.46,150328.4,-57989.94,Unmatched,Check discrepancy
2603927464,2024-09-06,INR,Primary Info 37,Secondary Info 37,49649.13,172071.38,-122422.25,Unmatched,Check discrepancy
2768791349,2024-11-07,INR,Primary Info 38,Secondary Info 38,263467.3,484395.37,-220928.07,Unmatched,Check discrepancy
7796836617,2024-09-01,INR,Primary Info 39,Secondary Info 39,63933.96,265593.34,-201659.38,Unmatched,Pending investigation
2275109037,2024-10-13,USD,Primary Info 40,Secondary Info 40,33277.79,386367.81,-353090.02,Partially Matched,Check discrepancy
3039519233,2025-01-23,JPY,Primary Info 41,Secondary Info 41,484845.91,225269.57,259576.34,Partially Matched,Approved
2799137096,2024-11-18,CAD,Primary Info 42,Secondary Info 42,450895.85,5553.71,445342.14,Pending,
1884898040,2025-02-11,JPY,Primary Info 43,Secondary Info 43,2636.83,456675.5,-454038.67,Unmatched,Check discrepancy
2510247328,2025-03-17,INR,Primary Info 44,Secondary Info 44,55608.28,260532.02,-204923.74,Matched,Needs review
1851731873,2024-10-14,GBP,Primary Info 45,Secondary Info 45,93693.41,257734.28,-164040.87,Partially Matched,Pending investigation
1637056481,2024-12-11,EUR,Primary Info 46,Secondary Info 46,148154.43,53771.21,94383.22,Pending,Approved
3150410481,2024-06-11,CAD,Primary Info 47,Secondary Info 47,38612.55,7175.35,31437.2,Unmatched,Check discrepancy
8357200959,2025-02-20,GBP,Primary Info 48,Secondary Info 48,129455.9,100383.97,29071.93,Unmatched,
3854016292,2025-02-08,EUR,Primary Info 49,Secondary Info 49,269666.76,340138.98,-70472.22,Unmatched,Approved
6496105871,2024-08-21,AUD,Primary Info 50,Secondary Info 50,134143.03,212717.39,-78574.36,Unmatched,
1331563388,2025-01-13,JPY,Primary Info 51,Secondary Info 51,52076.14,259930.65,-207854.51,Matched,Pending investigation
1562703004,2024-11-26,INR,Primary Info 52,Secondary Info 52,102709.39,310809.48,-208100.09,Matched,Check discrepancy
1019054648,2025-03-05,USD,Primary Info 53,Secondary Info 53,438551.11,465419.81,-26868.7,Matched,Pending investigation
2518821439,2024-03-31,JPY,Primary Info 54,Secondary Info 54,384171.03,51862.4,332308.63,Pending,Check discrepancy
1638267511,2024-09-05,JPY,Primary Info 55,Secondary Info 55,9228.6,239372.14,-230143.54,Unmatched,Approved
1001702553,2024-06-26,GBP,Primary Info 56,Secondary Info 56,226296.47,397217.56,-170921.09,Matched,
1333388734,2025-01-20,EUR,Primary Info 57,Secondary Info 57,394499.99,354884.25,39615.74,Unmatched,Approved
2669077383,2024-06-12,USD,Primary Info 58,Secondary Info 58,356783.3,301614.73,55168.57,Matched,
8501911731,2024-07-22,JPY,Primary Info 59,Secondary Info 59,321740.43,383140.57,-61400.14,Unmatched,
3050536011,2024-12-18,AUD,Primary Info 60,Secondary Info 60,394362.04,21946.46,372415.58,Pending,Needs review
1487841649,2024-12-22,AUD,Primary Info 61,Secondary Info 61,237261.29,286673.07,-49411.78,Unmatched,Needs review
1867721949,2024-11-02,GBP,Primary Info 62,Secondary Info 62,262697.57,29274.24,233423.33,Matched,Approved
1476619764,2024-05-23,CAD,Primary Info 63,Secondary Info 63,281475.02,324438.22,-42963.2,Matched,
1207101117,2024-05-12,USD,Primary Info 64,Secondary Info 64,68536.45,450038.5,-381502.05,Partially Matched,Pending investigation
1387440991,2024-10-20,JPY,Primary Info 65,Secondary Info 65,41411.73,317403.69,-275991.96,Unmatched,
2899687466,2025-01-15,INR,Primary Info 66,Secondary Info 66,90695.79,221485.69,-130789.9,Pending,Approved
2884610324,2024-05-08,JPY,Primary Info 67,Secondary Info 67,148212.84,14633.36,133579.48,Matched,
2896134286,2025-01-09,INR,Primary Info 68,Secondary Info 68,177367.27,94776.96,82590.31,Pending,Approved
2775865958,2024-04-27,CAD,Primary Info 69,Secondary Info 69,359454.81,45194.75,314260.06,Matched,Needs review
1259588124,2024-05-22,GBP,Primary Info 70,Secondary Info 70,204653.41,329993.39,-125339.98,Partially Matched,
1035226905,2025-03-02,JPY,Primary Info 71,Secondary Info 71,193234.26,482586.25,-289351.99,Unmatched,Pending investigation
3067878327,2024-11-25,INR,Primary Info 72,Secondary Info 72,381772.37,89190.83,292581.54,Pending,Check discrepancy
1538823520,2024-05-29,INR,Primary Info 73,Secondary Info 73,490882.75,325500.37,165382.38,Pending,Approved
7129141779,2025-01-17,AUD,Primary Info 74,Secondary Info 74,250099.78,390467.01,-140367.23,Matched,Approved
1525917527,2024-05-17,GBP,Primary Info 75,Secondary Info 75,30884.7,67395.33,-36510.63,Pending,Check discrepancy
1661150833,2024-12-05,EUR,Primary Info 76,Secondary Info 76,317827.85,317355.84,472.01,Partially Matched,Approved
8775315009,2024-09-12,EUR,Primary Info 77,Secondary Info 77,423010.39,310337.36,112673.03,Matched,Pending investigation
3889009736,2024-05-25,INR,Primary Info 78,Secondary Info 78,68677.27,209883.96,-141206.69,Partially Matched,
1835277321,2024-08-22,EUR,Primary Info 79,Secondary Info 79,303210.35,485755.18,-182544.83,Partially Matched,Check discrepancy
1573886202,2024-04-30,AUD,Primary Info 80,Secondary Info 80,221905.4,32388.75,189516.65,Pending,Needs review
3049510731,2024-09-20,CAD,Primary Info 81,Secondary Info 81,283148.64,56904.45,226244.19,Partially Matched,Approved
3339049473,2025-02-27,GBP,Primary Info 82,Secondary Info 82,130591.41,404256.21,-273664.8,Partially Matched,Check discrepancy
3145757463,2024-08-25,CAD,Primary Info 83,Secondary Info 83,232992.08,235295.51,-2303.43,Partially Matched,Check discrepancy
1778058672,2024-07-17,AUD,Primary Info 84,Secondary Info 84,258496.72,456668.05,-198171.33,Matched,Needs review
1675121330,2024-08-05,JPY,Primary Info 85,Secondary Info 85,453985.08,394283.3,59701.78,Pending,Needs review
4182019837,2024-09-24,AUD,Primary Info 86,Secondary Info 86,238204.69,428171.56,-189966.87,Pending,Needs review
1056654024,2025-01-09,INR,Primary Info 87,Secondary Info 87,34280.14,126633.41,-92353.27,Pending,Pending investigation
2609505802,2024-07-29,CAD,Primary Info 88,Secondary Info 88,402539.17,48132.82,354406.35,Partially Matched,Pending investigation
3208538708,2024-10-25,EUR,Primary Info 89,Secondary Info 89,4183.44,202582.93,-198399.49,Matched,Approved
1231252613,2025-01-10,EUR,Primary Info 90,Secondary Info 90,344401.15,395486.99,-51085.84,Unmatched,Pending investigation
8038447674,2024-12-19,AUD,Primary Info 91,Secondary Info 91,464208.48,35389.42,428819.06,Matched,Pending investigation
2797784227,2024-05-09,AUD,Primary Info 92,Secondary Info 92,487139.87,360722.29,126417.58,Matched,Check discrepancy
2595820814,2025-02-26,AUD,Primary Info 93,Secondary Info 93,300459.07,355071.43,-54612.36,Unmatched,Check discrepancy
2733913549,2025-02-27,CAD,Primary Info 94,Secondary Info 94,154430.37,208819.78,-54389.41,Unmatched,
2818952607,2024-06-03,USD,Primary Info 95,Secondary Info 95,84543.43,370165.5,-285622.07,Matched,Pending investigation
2463312655,2024-10-13,EUR,Primary Info 96,Secondary Info 96,458851.86,456511.99,2339.87,Unmatched,Pending investigation
2923570165,2025-01-06,USD,Primary Info 97,Secondary Info 97,437628.9,400926.25,36702.65,Pending,Needs review
2653656380,2025-03-08,INR,Primary Info 98,Secondary Info 98,146314.51,175985.25,-29670.74,Unmatched,Needs review
1548164145,2024-12-07,USD,Primary Info 99,Secondary Info 99,232583.58,47712.91,184870.67,Partially Matched,
1029719194,2024-05-24,INR,Primary Info 100,Secondary Info 100,42195.8,99634.76,-57438.96,Pending,Needs review
2621052414,2024-08-19,USD,Primary Info 101,Secondary Info 101,272747.62,474660.1,-201912.48,Unmatched,Pending investigation
3315094829,2025-01-07,USD,Primary Info 102,Secondary Info 102,198203.98,478349.65,-280145.67,Matched,
8657678377,2024-04-23,CAD,Primary Info 103,Secondary Info 103,65503.3,97102.25,-31598.95,Matched,
1433122531,2024-09-05,INR,Primary Info 104,Secondary Info 104,110703.79,382909.13,-272205.34,Pending,Approved
1336239630,2024-12-09,USD,Primary Info 105,Secondary Info 105,222734.31,19784.91,202949.4,Pending,Pending investigation
2388815487,2024-05-31,GBP,Primary Info 106,Secondary Info 106,381018.81,78217.73,302801.08,Partially Matched,Pending investigation
1788219322,2025-03-20,JPY,Primary Info 107,Secondary Info 107,174274.25,421381.41,-247107.16,Unmatched,Check discrepancy
5097648439,2024-05-12,AUD,Primary Info 108,Secondary Info 108,121508.01,385538.06,-264030.05,Partially Matched,Check discrepancy
1911380198,2024-11-17,INR,Primary Info 109,Secondary Info 109,82221.17,463860.27,-381639.1,Pending,Needs review
2365194408,2024-06-04,JPY,Primary Info 110,Secondary Info 110,371955.4,42767.34,329188.06,Partially Matched,Needs review
4755835784,2024-11-02,INR,Primary Info 111,Secondary Info 111,474938.03,101046.46,373891.57,Unmatched,Pending investigation
1543208346,2024-10-26,JPY,Primary Info 112,Secondary Info 112,40660.81,303663.9,-263003.09,Unmatched,Approved
5055495957,2025-02-01,CAD,Primary Info 113,Secondary Info 113,327500.38,100806.47,226693.91,Matched,Needs review
3129078439,2024-09-14,AUD,Primary Info 114,Secondary Info 114,16448.52,304467.85,-288019.33,Unmatched,Needs review
9951429618,2024-07-06,CAD,Primary Info 115,Secondary Info 115,494350.58,219018.73,275331.85,Unmatched,
2654560952,2025-03-10,USD,Primary Info 116,Secondary Info 116,392517.61,183349.38,209168.23,Unmatched,Check discrepancy
1266515046,2025-03-18,JPY,Primary Info 117,Secondary Info 117,376557.5,351736.1,24821.4,Partially Matched,Check discrepancy
1619718173,2024-04-17,GBP,Primary Info 118,Secondary Info 118,466735,147983.98,318751.02,Pending,Approved
7945675414,2024-10-05,INR,Primary Info 119,Secondary Info 119,78864.4,438994.78,-360130.38,Matched,
3031999933,2024-11-25,AUD,Primary Info 120,Secondary Info 120,214658.31,301710.82,-87052.51,Unmatched,Needs review
2139354595,2024-05-04,USD,Primary Info 121,Secondary Info 121,346151.8,262703.89,83447.91,Matched,Approved
3073255726,2024-05-03,USD,Primary Info 122,Secondary Info 122,118775.96,362242.72,-243466.76,Pending,Pending investigation
3217622755,2024-06-04,CAD,Primary Info 123,Secondary Info 123,392279.14,89167.91,303111.23,Partially Matched,Check discrepancy
4380333548,2025-02-20,GBP,Primary Info 124,Secondary Info 124,490466.48,50258.3,440208.18,Matched,
8904549856,2025-01-12,CAD,Primary Info 125,Secondary Info 125,2054.24,129097.8,-127043.56,Partially Matched,Approved
1709385617,2024-04-21,USD,Primary Info 126,Secondary Info 126,75917.8,314559.72,-238641.92,Partially Matched,Check discrepancy
7600487286,2024-12-23,USD,Primary Info 127,Secondary Info 127,197778.92,25893.46,171885.46,Partially Matched,Needs review
1859978016,2024-06-27,USD,Primary Info 128,Secondary Info 128,74372.41,224152.59,-149780.18,Matched,
2903809623,2024-07-21,AUD,Primary Info 129,Secondary Info 129,38892.06,133475.12,-94583.06,Matched,Approved
2093668078,2024-12-27,AUD,Primary Info 130,Secondary Info 130,389826.06,445421.14,-55595.08,Matched,Needs review
2905078376,2024-07-23,EUR,Primary Info 131,Secondary Info 131,114477.29,322249.58,-207772.29,Pending,
1451527725,2024-05-09,AUD,Primary Info 132,Secondary Info 132,181421.93,313510.36,-132088.43,Partially Matched,Pending investigation
7972507964,2025-01-31,EUR,Primary Info 133,Secondary Info 133,10342.36,106726.77,-96384.41,Pending,Check discrepancy
1087672804,2024-12-24,INR,Primary Info 134,Secondary Info 134,256371.81,398461.87,-142090.06,Matched,Check discrepancy
2026862489,2025-01-18,AUD,Primary Info 135,Secondary Info 135,326846.22,458995.69,-132149.47,Matched,Check discrepancy
2005124248,2025-02-08,INR,Primary Info 136,Secondary Info 136,265922.45,239800.62,26121.83,Unmatched,Needs review
1372227026,2024-10-14,AUD,Primary Info 137,Secondary Info 137,172945.61,433672.54,-260726.93,Partially Matched,Approved
2686056752,2024-04-20,EUR,Primary Info 138,Secondary Info 138,380778.26,97701.49,283076.77,Unmatched,
1587663700,2025-01-17,USD,Primary Info 139,Secondary Info 139,266810.45,291727.19,-24916.74,Pending,Pending investigation
2323434095,2024-12-04,INR,Primary Info 140,Secondary Info 140,483091.54,178292.3,304799.24,Matched,Check discrepancy
3326586404,2025-02-02,CAD,Primary Info 141,Secondary Info 141,41061.65,476314.49,-435252.84,Partially Matched,Check discrepancy
1959767057,2024-09-07,GBP,Primary Info 142,Secondary Info 142,336475.3,420834.36,-84359.06,Matched,Pending investigation
3343736682,2024-05-02,CAD,Primary Info 143,Secondary Info 143,25318.33,154305.16,-128986.83,Matched,Needs review
1562871906,2024-07-22,JPY,Primary Info 144,Secondary Info 144,360381.16,426072.35,-65691.19,Partially Matched,Approved
3156549858,2024-09-19,EUR,Primary Info 145,Secondary Info 145,212917.28,110551.36,102365.92,Partially Matched,
6026827684,2024-12-14,USD,Primary Info 146,Secondary Info 146,272558.92,392418.31,-119859.39,Unmatched,Pending investigation
2341280034,2024-10-24,GBP,Primary Info 147,Secondary Info 147,432076.29,49923.45,382152.84,Partially Matched,Pending investigation
3146149282,2025-01-14,AUD,Primary Info 148,Secondary Info 148,208867.92,475756.79,-266888.87,Matched,Pending investigation
2612057747,2024-05-10,USD,Primary Info 149,Secondary Info 149,374910.63,230043.46,144867.17,Partially Matched,Needs review
2879483819,2024-05-06,USD,Primary Info 150,Secondary Info 150,301422.07,405296.66,-103874.59,Pending,Check discrepancy
1472305248,2024-08-26,GBP,Primary Info 151,Secondary Info 151,222183.07,101313.49,120869.58,Partially Matched,
4059887467,2024-12-18,INR,Primary Info 152,Secondary Info 152,279542.55,157063.38,122479.17,Pending,Needs review
1581417749,2024-12-17,USD,Primary Info 153,Secondary Info 153,13647.14,92344.53,-78697.39,Matched,Approved
1063707300,2024-08-26,JPY,Primary Info 154,Secondary Info 154,51785.62,167467.12,-115681.5,Matched,
3227523699,2024-04-23,GBP,Primary Info 155,Secondary Info 155,172314.25,210210.04,-37895.79,Pending,
2856717960,2025-01-25,GBP,Primary Info 156,Secondary Info 156,220847.85,135166.24,85681.61,Unmatched,
1958809135,2024-12-27,GBP,Primary Info 157,Secondary Info 157,398615.5,44801.2,353814.3,Partially Matched,Check discrepancy
3817502374,2025-02-08,CAD,Primary Info 158,Secondary Info 158,470392.79,75521.92,394870.87,Matched,Needs review
2481933963,2024-11-07,CAD,Primary Info 159,Secondary Info 159,148366.86,22956.54,125410.32,Partially Matched,Pending investigation
4624158629,2025-01-21,INR,Primary Info 160,Secondary Info 160,155640.05,469796.11,-314156.06,Partially Matched,
1605198615,2025-03-20,AUD,Primary Info 161,Secondary Info 161,336064.2,125429.06,210635.14,Unmatched,
2808567773,2024-05-26,CAD,Primary Info 162,Secondary Info 162,51755.54,38665.38,13090.16,Partially Matched,Needs review
3172154681,2024-10-22,AUD,Primary Info 163,Secondary Info 163,7736.27,417185.44,-409449.17,Pending,Pending investigation
9101628991,2024-12-24,EUR,Primary Info 164,Secondary Info 164,348655.62,185605.43,163050.19,Matched,Pending investigation
2200241036,2024-09-01,INR,Primary Info 165,Secondary Info 165,64165.07,193057.1,-128892.03,Unmatched,Pending investigation
1341517309,2024-09-08,INR,Primary Info 166,Secondary Info 166,257555.49,138575.82,118979.67,Unmatched,Check discrepancy
6355642101,2024-11-08,EUR,Primary Info 167,Secondary Info 167,33177.48,118790.95,-85613.47,Pending,
1633198627,2024-04-01,AUD,Primary Info 168,Secondary Info 168,352531.04,190711.12,161819.92,Partially Matched,Approved
1058653324,2025-01-19,AUD,Primary Info 169,Secondary Info 169,402312.11,484517.53,-82205.42,Matched,Needs review
2443613595,2024-10-13,USD,Primary Info 170,Secondary Info 170,233629.63,209512.3,24117.33,Unmatched,Needs review
1758376682,2024-12-02,EUR,Primary Info 171,Secondary Info 171,40617.51,167878.95,-127261.44,Unmatched,Needs review
3241389470,2024-05-05,CAD,Primary Info 172,Secondary Info 172,302821.31,442036.87,-139215.56,Matched,Needs review
3218861731,2024-07-16,GBP,Primary Info 173,Secondary Info 173,427289.62,333230.25,94059.37,Unmatched,Needs review
4261274366,2024-08-09,CAD,Primary Info 174,Secondary Info 174,108735.12,89675.12,19060,Unmatched,Pending investigation
2689882853,2024-08-19,JPY,Primary Info 175,Secondary Info 175,23995.56,438685.16,-414689.6,Partially Matched,
3134065332,2024-06-28,JPY,Primary Info 176,Secondary Info 176,321621.82,46327.17,275294.65,Partially Matched,Pending investigation
1580759551,2024-04-08,INR,Primary Info 177,Secondary Info 177,144191.13,324938.77,-180747.64,Unmatched,Approved
2578287387,2024-09-20,JPY,Primary Info 178,Secondary Info 178,341454.06,448387.8,-106933.74,Matched,Pending investigation
2637833664,2024-09-04,EUR,Primary Info 179,Secondary Info 179,92140.46,408110.93,-315970.47,Partially Matched,Check discrepancy
1023544730,2024-05-26,GBP,Primary Info 180,Secondary Info 180,430618.14,220961.81,209656.33,Matched,Check discrepancy
7588359147,2025-02-28,USD,Primary Info 181,Secondary Info 181,218529.53,268608.7,-50079.17,Partially Matched,Pending investigation
1040723414,2024-08-02,CAD,Primary Info 182,Secondary Info 182,131735.8,253086.54,-121350.74,Matched,Approved
1912934533,2024-04-25,EUR,Primary Info 183,Secondary Info 183,90757.19,44207.61,46549.58,Matched,Approved
2674261515,2024-07-10,JPY,Primary Info 184,Secondary Info 184,112247.59,445343.48,-333095.89,Partially Matched,Check discrepancy
3214272173,2024-06-16,GBP,Primary Info 185,Secondary Info 185,370641.34,399079.1,-28437.76,Partially Matched,Approved
1075761912,2024-09-25,AUD,Primary Info 186,Secondary Info 186,95721.46,54606.67,41114.79,Matched,Needs review
1061436415,2025-01-02,USD,Primary Info 187,Secondary Info 187,427814.62,490124.96,-62310.34,Partially Matched,Approved
4662850314,2025-03-18,AUD,Primary Info 188,Secondary Info 188,79486.17,33677.76,45808.41,Unmatched,Check discrepancy
1765594826,2024-04-11,JPY,Primary Info 189,Secondary Info 189,282028.28,392953.37,-110925.09,Partially Matched,Check discrepancy
1450138170,2024-05-19,USD,Primary Info 190,Secondary Info 190,141586.87,191077.45,-49490.58,Unmatched,Check discrepancy
2874595613,2024-10-19,GBP,Primary Info 191,Secondary Info 191,275719.96,252289.28,23430.68,Pending,Pending investigation
3152598551,2024-08-08,EUR,Primary Info 192,Secondary Info 192,174781.26,362051.87,-187270.61,Pending,Needs review
1975267410,2025-01-18,CAD,Primary Info 193,Secondary Info 193,454893.74,403054.61,51839.13,Unmatched,
2511380698,2024-03-25,AUD,Primary Info 194,Secondary Info 194,398795.41,208973.07,189822.34,Matched,Needs review
1227871283,2024-07-04,AUD,Primary Info 195,Secondary Info 195,181786.09,253359.9,-71573.81,Pending,Approved
9419917966,2024-07-08,EUR,Primary Info 196,Secondary Info 196,8097.38,281971.2,-273873.82,Unmatched,Check discrepancy
3363509544,2024-09-16,JPY,Primary Info 197,Secondary Info 197,430198.47,380404.11,49794.36,Unmatched,Pending investigation
2168656590,2024-07-19,GBP,Primary Info 198,Secondary Info 198,199265.47,153832.39,45433.08,Partially Matched,Check discrepancy
2521397725,2024-03-27,INR,Primary Info 199,Secondary Info 199,168576.84,283829.35,-115252.51,Unmatched,Pending investigation
1088384804,2024-04-16,JPY,Primary Info 200,Secondary Info 200,305834.26,189359.15,116475.11,Partially Matched,Approved
2666458068,2024-12-30,EUR,Primary Info 201,Secondary Info 201,399301.68,341516.16,57785.52,Pending,Pending investigation
3341010674,2025-03-10,USD,Primary Info 202,Secondary Info 202,402787.67,172016.83,230770.84,Unmatched,
2397315376,2024-06-09,EUR,Primary Info 203,Secondary Info 203,159902.06,400167.23,-240265.17,Matched,
2045083254,2024-11-02,USD,Primary Info 204,Secondary Info 204,305421.12,161314.94,144106.18,Pending,Check discrepancy
3859493894,2025-02-07,INR,Primary Info 205,Secondary Info 205,123015.26,436103.01,-313087.75,Matched,Pending investigation
1564079830,2024-09-17,EUR,Primary Info 206,Secondary Info 206,353193.23,173601.73,179591.5,Unmatched,
2757257792,2025-02-10,INR,Primary Info 207,Secondary Info 207,58475.83,410606.07,-352130.24,Unmatched,
7807949764,2025-02-04,EUR,Primary Info 208,Secondary Info 208,149773.39,364598.51,-214825.12,Pending,Approved
2791315359,2025-03-08,USD,Primary Info 209,Secondary Info 209,319453.55,481154.46,-161700.91,Matched,Approved
1278523638,2024-09-27,EUR,Primary Info 210,Secondary Info 210,405634.75,309902.71,95732.04,Partially Matched,Check discrepancy
6525946759,2024-08-13,EUR,Primary Info 211,Secondary Info 211,67010,16181.92,50828.08,Unmatched,Pending investigation
2520900164,2025-01-28,GBP,Primary Info 212,Secondary Info 212,173488.67,469172.04,-295683.37,Unmatched,Pending investigation
1123297354,2025-01-21,USD,Primary Info 213,Secondary Info 213,72665.79,381694.13,-309028.34,Pending,
2067882708,2024-12-24,JPY,Primary Info 214,Secondary Info 214,445692.42,86128.16,359564.26,Partially Matched,Pending investigation
1214951143,2024-07-08,USD,Primary Info 215,Secondary Info 215,206803.01,359163.11,-152360.1,Partially Matched,Pending investigation
3380824647,2025-02-14,EUR,Primary Info 216,Secondary Info 216,53217.07,91207.02,-37989.95,Matched,Pending investigation
8742869648,2024-06-06,USD,Primary Info 217,Secondary Info 217,165877.01,150594.48,15282.53,Unmatched,
1464165966,2025-03-17,AUD,Primary Info 218,Secondary Info 218,41813.8,47441.95,-5628.15,Pending,Pending investigation
1750684585,2024-08-31,USD,Primary Info 219,Secondary Info 219,189906.25,344978.55,-155072.3,Pending,Pending investigation
9729299223,2024-08-04,JPY,Primary Info 220,Secondary Info 220,119127.86,489758.56,-370630.7,Pending,Needs review
3616817848,2024-10-03,EUR,Primary Info 221,Secondary Info 221,314839.19,452239.86,-137400.67,Unmatched,Pending investigation
1811969803,2024-06-22,GBP,Primary Info 222,Secondary Info 222,69215.15,232363.49,-163148.34,Unmatched,Approved
1430049037,2025-01-07,GBP,Primary Info 223,Secondary Info 223,284595.95,173825.13,110770.82,Pending,Approved
1823381823,2025-01-11,CAD,Primary Info 224,Secondary Info 224,102955.76,370942.2,-267986.44,Matched,Needs review
2597970005,2024-10-27,INR,Primary Info 225,Secondary Info 225,238564.75,162753.65,75811.1,Pending,Approved
2361342827,2024-07-14,GBP,Primary Info 226,Secondary Info 226,347681.59,156821.37,190860.22,Matched,Check discrepancy
2208443532,2024-09-06,INR,Primary Info 227,Secondary Info 227,41742.02,356221.92,-314479.9,Matched,Check discrepancy
2384660120,2025-03-12,INR,Primary Info 228,Secondary Info 228,454528.86,318780.56,135748.3,Pending,Needs review
2421375779,2024-05-12,GBP,Primary Info 229,Secondary Info 229,201621.92,213858.61,-12236.69,Partially Matched,Needs review
1848344372,2024-08-20,CAD,Primary Info 230,Secondary Info 230,76103.81,19152.07,56951.74,Unmatched,Needs review
2209467038,2025-01-21,CAD,Primary Info 231,Secondary Info 231,169268.79,362687.24,-193418.45,Unmatched,Check discrepancy
5470579556,2024-10-18,INR,Primary Info 232,Secondary Info 232,283420.99,460173,-176752.01,Matched,Pending investigation
8530502748,2025-01-09,GBP,Primary Info 233,Secondary Info 233,178672.38,400817.12,-222144.74,Unmatched,Check discrepancy
4515884794,2025-01-06,JPY,Primary Info 234,Secondary Info 234,478610.07,290663.14,187946.93,Unmatched,Pending investigation
6512330953,2025-02-12,JPY,Primary Info 235,Secondary Info 235,222170.49,178910.69,43259.8,Unmatched,
