Transaction ID,ISIN,CUSIP,Account Number,As of Date,Currency,Primary Account Info,Secondary Account Info,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
1736512,FV8712322891,3AW3WGXFY,2867558652,07-06-2024,CAD,Primary Info 15,Secondary Info 15,497243.3,236784.54,260458.76,Matched,Approved
7909615,QU0096479255,MLGC93QSN,4349201655,14-10-2024,JPY,Primary Info 16,Secondary Info 16,459050.14,318174.86,140875.28,Pending,Pending investigation
2512773,YR2032448244,S63BTPO3Z,1468130735,28-07-2024,EUR,Primary Info 17,Secondary Info 17,121942.95,450008.9,-328065.95,Pending,Check discrepancy
3647005,OH1951769232,GC34XDDVJ,2429107331,23-05-2024,GBP,Primary Info 18,Secondary Info 18,221738.38,343008.48,-121270.1,Pending,
6757825,YW4635870268,PF8ZG9NE5,1351555797,26-12-2024,INR,Primary Info 19,Secondary Info 19,287580.92,493622.72,-206041.8,Pending,Needs review
5908757,EU9659043018,LLCIGWRG0,2283808252,14-08-2024,JPY,Primary Info 20,Secondary Info 20,312194.79,360307.14,-48112.35,Unmatched,Needs review
1402952,KO1688494673,62BZWLS48,3160795773,18-08-2024,GBP,Primary Info 21,Secondary Info 21,346194.71,303233.11,42961.6,Unmatched,Pending investigation
5371275,IH7806913105,S1P8YRDHG,2525507476,06-06-2024,INR,Primary Info 22,Secondary Info 22,202602.51,322980.1,-120377.59,Unmatched,Approved
3122408,KO0791259969,DEO2N0CBP,3276068455,04-01-2025,GBP,Primary Info 23,Secondary Info 23,232576.63,165353.25,67223.38,Partially Matched,Needs review
8342029,QU0003528915,9Q158MP46,1313857833,28-07-2024,GBP,Primary Info 24,Secondary Info 24,311738.24,55951.39,255786.85,Unmatched,Check discrepancy
2573247,AT4351670078,5PGS5BYPY,9533056701,07-12-2024,EUR,Primary Info 25,Secondary Info 25,24436.04,252125.32,-227689.28,Pending,Check discrepancy
2208961,HV2354628649,FPV77FL4M,2148720754,30-06-2024,GBP,Primary Info 26,Secondary Info 26,5790.11,460815.54,-455025.43,Pending,Check discrepancy
1280852,GO7689283152,MQ6PX7PI2,2117112690,03-07-2024,JPY,Primary Info 27,Secondary Info 27,54354.33,263452.4,-209098.07,Pending,Pending investigation
2508210,AB5502372026,MZ7TMJV8T,9955582929,07-06-2024,USD,Primary Info 28,Secondary Info 28,450759.43,462955.66,-12196.23,Unmatched,Approved
2450429,QI4275104815,7T8WJHMQK,3282736181,30-01-2025,EUR,Primary Info 29,Secondary Info 29,406271.82,183532.85,222738.97,Unmatched,Approved
3194959,NF0365176858,MHEW2241U,1684475201,18-06-2024,INR,Primary Info 30,Secondary Info 30,191295.53,449885.48,-258589.95,Partially Matched,Approved
1645492,MV6655784179,R7WGO0DNZ,2785337746,13-10-2024,EUR,Primary Info 31,Secondary Info 31,333236.72,265003.46,68233.26,Pending,Check discrepancy
2173130,TA0713407248,B2MNC1AVZ,2943674979,11-09-2024,AUD,Primary Info 32,Secondary Info 32,406637.69,257579.64,149058.05,Unmatched,Needs review
1288297,UQ5477343736,GLEB34M79,9863964325,05-06-2024,JPY,Primary Info 33,Secondary Info 33,420895.85,382050.28,38845.57,Partially Matched,Pending investigation
2224288,LD2111407679,KN1MRRWL2,2303698902,28-03-2024,AUD,Primary Info 34,Secondary Info 34,234964.78,160144.02,74820.76,Partially Matched,Needs review
5151894,OZ8199746407,79YLMLG6P,1219618538,07-06-2024,JPY,Primary Info 35,Secondary Info 35,301414.99,16571.59,284843.4,Partially Matched,
2818983,IA8023384818,YKR59CEPT,1863119518,07-09-2024,GBP,Primary Info 36,Secondary Info 36,204593.98,24698.04,179895.94,Partially Matched,Pending investigation
1953342,UJ6886659494,5CE5TYM8M,7318211724,25-05-2024,CAD,Primary Info 37,Secondary Info 37,43165.52,14749.2,28416.32,Partially Matched,Approved
2474443,HG3668026618,UJ2G56N9O,9955582929,01-06-2024,GBP,Primary Info 38,Secondary Info 38,279073.86,144475.72,134598.14,Pending,
1449021,IE9360265253,WURIG805T,2318230573,02-02-2025,JPY,Primary Info 39,Secondary Info 39,70703.93,495113.97,-424410.04,Matched,
2446762,ZW7494495182,42YPF2FEX,3239505403,09-09-2024,EUR,Primary Info 40,Secondary Info 40,188746.96,46845.12,141901.84,Unmatched,Check discrepancy
2681283,TQ5116845103,1LL88IW55,2647483120,16-08-2024,CAD,Primary Info 41,Secondary Info 41,183318.63,237951.06,-54632.43,Matched,Approved
6247030,DS7679510259,7HWDMYFIX,1498925557,16-10-2024,CAD,Primary Info 42,Secondary Info 42,464702.64,277041.12,187661.52,Partially Matched,Check discrepancy
1269912,DE6914367623,M84T0M817,3301058425,10-03-2025,INR,Primary Info 43,Secondary Info 43,292112.32,340962.41,-48850.09,Pending,Needs review
1654498,WO0420647638,09QLRNHYF,4645832021,19-11-2024,USD,Primary Info 44,Secondary Info 44,290387.5,386425.04,-96037.54,Matched,Check discrepancy
9043677,XF2298195181,PVA0OUKS1,2564468900,09-06-2024,JPY,Primary Info 45,Secondary Info 45,238355.73,341002.72,-102646.99,Pending,Needs review
3400321,MY3951690815,9E1FP5KEP,1316817886,15-10-2024,USD,Primary Info 46,Secondary Info 46,254586.45,154314.6,100271.85,Pending,Needs review
1720475,JX6593777208,DESOYY1GF,2602126696,17-03-2025,CAD,Primary Info 47,Secondary Info 47,184029.04,475177.25,-291148.21,Partially Matched,Needs review
1039716,PJ4355823399,OD7QIHL2H,3240819481,08-10-2024,EUR,Primary Info 48,Secondary Info 48,114172.87,197296.39,-83123.52,Partially Matched,
2375604,PG2788724667,86J08I7OF,2268883474,02-01-2025,JPY,Primary Info 49,Secondary Info 49,34490.74,373139.4,-338648.66,Pending,
1189740,GX7175594042,U048XD3U1,1017928801,27-05-2024,EUR,Primary Info 50,Secondary Info 50,361068.19,436512.91,-75444.72,Pending,
1933026,EC6782829433,8B9BAQTAR,1140838399,08-06-2024,EUR,Primary Info 51,Secondary Info 51,224865.52,256336.44,-31470.92,Matched,Needs review
2463378,HY9380260784,RMCAH8BUJ,2311963852,14-11-2024,USD,Primary Info 52,Secondary Info 52,202233.01,257992.19,-55759.18,Pending,Approved
2076285,VJ4299674275,R7NHEWZRL,1495828300,21-08-2024,AUD,Primary Info 53,Secondary Info 53,354846.01,230909.44,123936.57,Matched,Pending investigation
6499751,OZ4349913909,OC4PVINJS,2944171226,26-04-2024,AUD,Primary Info 54,Secondary Info 54,50548.08,434469.85,-383921.77,Pending,Pending investigation
1153970,VO6308772250,HLQZFC7YW,2252942945,08-12-2024,INR,Primary Info 55,Secondary Info 55,161194.26,338133.77,-176939.51,Pending,Check discrepancy
2815826,XE8959514010,HU0F0A1Z5,1233068424,14-10-2024,EUR,Primary Info 56,Secondary Info 56,32619.01,397237.28,-364618.27,Pending,Approved
1726175,WP1147098993,JNPGVUTNY,1351287578,20-11-2024,GBP,Primary Info 57,Secondary Info 57,436549.92,339958.43,96591.49,Unmatched,Pending investigation
2830912,BO6967128143,THJWV0BP4,7974695912,18-08-2024,GBP,Primary Info 58,Secondary Info 58,227872.2,496873.16,-269000.96,Partially Matched,Check discrepancy
2495924,GV3080834381,M11JXLD3Q,8966202856,08-08-2024,EUR,Primary Info 59,Secondary Info 59,221304.04,84546.59,136757.45,Matched,Needs review
1079266,MG2635468934,9TMTGS6B7,2241757610,19-03-2025,CAD,Primary Info 60,Secondary Info 60,262756.24,283484.96,-20728.72,Partially Matched,Pending investigation
1406378,VG9630753964,7DSUSVAAW,8676185400,22-09-2024,AUD,Primary Info 61,Secondary Info 61,374185.18,62045.96,312139.22,Matched,Approved
9290771,IG4658886952,5CGOYYD7K,2336631436,12-08-2024,INR,Primary Info 62,Secondary Info 62,266401.21,295708.97,-29307.76,Partially Matched,Needs review
1414973,MY2039296190,7P3JTU8WT,2502613033,24-03-2024,JPY,Primary Info 63,Secondary Info 63,469180.12,432624.95,36555.17,Unmatched,Check discrepancy
3121138,TS1753850569,62C8NSXH8,2154429889,14-08-2024,CAD,Primary Info 64,Secondary Info 64,222642.65,477377.18,-254734.53,Unmatched,Pending investigation
2780445,CO0440654073,C2OFGEY5N,2718559155,13-01-2025,JPY,Primary Info 65,Secondary Info 65,160702.53,440923.68,-280221.15,Unmatched,Needs review
3245968,OP4928456647,VIUVW1W4I,2074479801,15-01-2025,USD,Primary Info 66,Secondary Info 66,92949.57,39160.51,53789.06,Partially Matched,Approved
1215060,IX3323011097,NVR4LER6D,2248478004,12-11-2024,CAD,Primary Info 67,Secondary Info 67,320593.5,478305.57,-157712.07,Unmatched,Approved
8033411,WV8615321323,0N888S7UP,1755787911,26-03-2024,EUR,Primary Info 68,Secondary Info 68,122049.44,102444.46,19604.98,Partially Matched,Check discrepancy
1810928,ZB4739953448,RZNIYSZF0,4378624175,25-02-2025,AUD,Primary Info 69,Secondary Info 69,440500.51,259341.61,181158.9,Partially Matched,
7574090,XQ3439229457,RHSU3SR76,2203604960,10-05-2024,JPY,Primary Info 70,Secondary Info 70,303865.53,81922.19,221943.34,Matched,Check discrepancy
6331664,BA3706616780,5MURZFFHE,3231026278,10-06-2024,JPY,Primary Info 71,Secondary Info 71,382454.74,174413.93,208040.81,Partially Matched,Check discrepancy
3503628,UI8925227023,0Z928L66W,1599591140,04-02-2025,AUD,Primary Info 72,Secondary Info 72,56933.82,18840.38,38093.44,Partially Matched,Check discrepancy
7707518,EY7074777369,GBFOSJYSZ,1770190579,11-08-2024,AUD,Primary Info 73,Secondary Info 73,427986.81,85978.23,342008.58,Matched,Pending investigation
1679783,AO5300606326,UKRMSHSQD,1148167640,27-01-2025,USD,Primary Info 74,Secondary Info 74,260096.62,283813.95,-23717.33,Matched,
2330817,CM8300944703,PUG1PSIK0,2074479801,22-02-2025,USD,Primary Info 75,Secondary Info 75,474607.04,2036.8,472570.24,Unmatched,
1510623,TU9292967654,QYNWPSGZ3,7972329590,14-02-2025,USD,Primary Info 76,Secondary Info 76,120990.64,473000.13,-352009.49,Matched,Needs review
1464474,OJ1125318808,R2ZJEASBG,4909355691,10-08-2024,INR,Primary Info 77,Secondary Info 77,319464.65,424107.44,-104642.79,Unmatched,Check discrepancy
3146395,VW6635640660,3ZMZDRF8D,1346913945,29-03-2024,AUD,Primary Info 78,Secondary Info 78,49211.82,3100.76,46111.06,Pending,Check discrepancy
7541628,YH9264318447,DU5I69NKF,1673412670,07-12-2024,INR,Primary Info 79,Secondary Info 79,112301.84,454296.33,-341994.49,Unmatched,
1789252,HT5087806904,VT4R1IZH1,1767840768,18-03-2025,USD,Primary Info 80,Secondary Info 80,109659.35,99632.19,10027.16,Unmatched,
9999544,OD8929221860,FUTIOL8Z0,2172060947,10-05-2024,CAD,Primary Info 81,Secondary Info 81,427310.31,339041.73,88268.58,Matched,Pending investigation
2152908,HV4808431104,104KO5VLP,3386314328,15-07-2024,AUD,Primary Info 82,Secondary Info 82,370386.16,183937.23,186448.93,Partially Matched,Needs review
2665772,DE9532605135,D6X2QPXKI,2555704987,08-12-2024,USD,Primary Info 83,Secondary Info 83,14366.52,442280.88,-427914.36,Unmatched,Pending investigation
2674639,OL9832653915,8K9DJQ713,8868953123,15-03-2025,USD,Primary Info 84,Secondary Info 84,239958.58,17335.38,222623.2,Unmatched,Pending investigation
1021451,CW2052401504,ZCQNTHC2X,6020124910,14-03-2025,CAD,Primary Info 85,Secondary Info 85,275496.57,73248.58,202247.99,Matched,Pending investigation
7401386,LS1081638020,TJIEF3QS7,7356456133,12-04-2024,INR,Primary Info 86,Secondary Info 86,378946.77,204953.09,173993.68,Partially Matched,Check discrepancy
3208797,XV1883947090,5RX9QU9O8,1639604656,21-03-2025,AUD,Primary Info 87,Secondary Info 87,198728.11,23509.78,175218.33,Partially Matched,Check discrepancy
1871907,ZD7942289360,Z8I1ODV9C,1219618538,07-04-2024,USD,Primary Info 88,Secondary Info 88,194625.49,53078.81,141546.68,Unmatched,Needs review
6543286,GF1197686716,BDRM76PEC,1767587074,06-09-2024,AUD,Primary Info 89,Secondary Info 89,379986.35,94936.05,285050.3,Pending,Pending investigation
7663456,BA7295407756,MCM44FPUF,1904808534,10-08-2024,INR,Primary Info 90,Secondary Info 90,372456.45,31765.39,340691.06,Pending,Pending investigation
1312376,IQ3222383969,K14XK4147,1606134445,12-01-2025,USD,Primary Info 91,Secondary Info 91,34338.52,309092.51,-274753.99,Pending,Approved
2944138,GE1769383396,PJ64XG2ZG,1535692992,05-11-2024,GBP,Primary Info 92,Secondary Info 92,232022.33,308418.97,-76396.64,Unmatched,Approved
1884550,PB8647252044,QOB4ZE9VX,1214823941,01-10-2024,INR,Primary Info 93,Secondary Info 93,483843.23,385213.25,98629.98,Partially Matched,
6882717,YM7787521110,JKJTOR5V7,6159825574,16-03-2025,CAD,Primary Info 94,Secondary Info 94,401261.45,118033.79,283227.66,Partially Matched,Pending investigation
6846695,RR2957630104,GJ27JKUHT,3018946662,20-01-2025,JPY,Primary Info 95,Secondary Info 95,422839.14,140281.65,282557.49,Unmatched,
2813269,KK4879713441,2HIM5A4FC,3094033748,28-11-2024,EUR,Primary Info 96,Secondary Info 96,341795.88,227858.37,113937.51,Pending,Check discrepancy
2611861,GP5276336029,1UB2FZPPJ,2252942945,06-01-2025,INR,Primary Info 97,Secondary Info 97,309568.16,126038.15,183530.01,Matched,
6818930,IR3013051770,QOU4LSZE9,7914184090,31-12-2024,CAD,Primary Info 98,Secondary Info 98,477907.49,141095.16,336812.33,Partially Matched,Needs review
1145738,XU2555544956,RAYY4V1HC,1863119518,29-07-2024,GBP,Primary Info 99,Secondary Info 99,186223.01,267349.97,-81126.96,Unmatched,Check discrepancy
3129095,SC9847525648,A4MZMIPDM,4202584244,01-10-2024,CAD,Primary Info 100,Secondary Info 100,225415.55,339447.8,-114032.25,Pending,Needs review
2266770,ZX0276035608,R9Q5P7GZI,2776979337,02-03-2025,AUD,Primary Info 101,Secondary Info 101,39148.05,457958.15,-418810.1,Matched,Check discrepancy
9921475,UF0846098471,TL9BIFJSF,1904808534,24-11-2024,USD,Primary Info 102,Secondary Info 102,21469.27,122700.23,-101230.96,Matched,Approved
3287068,TP3624911243,8N0N7YCO5,2889914332,02-04-2024,USD,Primary Info 103,Secondary Info 103,218148.99,439063.92,-220914.93,Unmatched,Approved
3356253,KO3700432227,JP4TBZZ6W,2776979337,03-02-2025,JPY,Primary Info 104,Secondary Info 104,452762.17,326943.13,125819.04,Matched,Needs review
1191812,KZ0959511310,HY9KE9XAL,1498925557,14-06-2024,USD,Primary Info 105,Secondary Info 105,10052.65,294735.94,-284683.29,Unmatched,
6827722,UB1891737782,BK067QM95,1165962929,02-05-2024,EUR,Primary Info 106,Secondary Info 106,311989.62,293688.44,18301.18,Matched,Needs review
3136657,RE0693660974,WRZWWE5MB,2367330619,16-01-2025,EUR,Primary Info 107,Secondary Info 107,296330.05,466780.52,-170450.47,Partially Matched,Needs review
3362626,QO0327656741,T1BB3UDIO,4909355691,04-08-2024,EUR,Primary Info 108,Secondary Info 108,208464.21,74646.55,133817.66,Partially Matched,Pending investigation
1742022,UP9097235354,DKAM8GKVK,3034061531,24-02-2025,JPY,Primary Info 109,Secondary Info 109,36456.5,12437.9,24018.6,Pending,
1368704,YS0554815845,NAB5XXJVZ,2718559155,26-03-2024,JPY,Primary Info 110,Secondary Info 110,250014.08,206180.6,43833.48,Pending,Approved
2549531,NI6315280961,UOJM9VWQZ,3668954831,22-01-2025,INR,Primary Info 111,Secondary Info 111,280782.8,417596.39,-136813.59,Pending,
1336359,DO9464825383,AWT3H6ILP,3066159658,21-02-2025,EUR,Primary Info 112,Secondary Info 112,313877.69,305264.78,8612.91,Pending,Needs review
2075692,UB3675154325,ZVCBTBFJX,2573015421,18-03-2025,AUD,Primary Info 113,Secondary Info 113,469671.37,15986.35,453685.02,Matched,Needs review
1838108,OS3640637467,K1P1JAZQO,1953647582,19-06-2024,AUD,Primary Info 114,Secondary Info 114,495431.37,445020.11,50411.26,Pending,Check discrepancy
4393884,PU4258303448,OZ98WERSC,3235999638,10-12-2024,AUD,Primary Info 115,Secondary Info 115,147668.55,460030.89,-312362.34,Unmatched,Needs review
1907241,UX0474938234,7B97BR10Z,2972833804,01-02-2025,EUR,Primary Info 116,Secondary Info 116,183383.28,369217.88,-185834.6,Pending,Approved
3085360,RA6190663832,D8XQV4WEA,2018277878,30-07-2024,GBP,Primary Info 117,Secondary Info 117,464503.35,119604.76,344898.59,Pending,Approved
8646579,AE5857904648,TSE1NOCS2,1149411822,01-01-2025,EUR,Primary Info 118,Secondary Info 118,36460.62,211630.92,-175170.3,Partially Matched,
4515001,TH9418595433,05B1L8IIW,2329775742,01-05-2024,EUR,Primary Info 119,Secondary Info 119,4691.29,305911.19,-301219.9,Partially Matched,Needs review
2033323,HK9367267158,F52HUP3CL,3129726799,11-10-2024,GBP,Primary Info 120,Secondary Info 120,284920.35,227979.68,56940.67,Partially Matched,Check discrepancy
1145776,JX1560471495,OQRRJZAL1,1521351516,23-05-2024,CAD,Primary Info 121,Secondary Info 121,124278.7,154837.17,-30558.47,Pending,Check discrepancy
9620124,MN9392722958,Z6XIK9MTC,1673047731,12-03-2025,USD,Primary Info 122,Secondary Info 122,290433.29,95589.25,194844.04,Partially Matched,Check discrepancy
2137589,UR4279959315,6HFM1HWBY,1344151691,22-01-2025,GBP,Primary Info 123,Secondary Info 123,348238.45,34836.06,313402.39,Pending,Check discrepancy
3182958,HR7017848999,BWJ5T2NBQ,3288659510,12-04-2024,CAD,Primary Info 124,Secondary Info 124,372959.69,107936.76,265022.93,Pending,Check discrepancy
1758245,EJ8733912973,X7K1UBDAA,2472908014,25-12-2024,USD,Primary Info 125,Secondary Info 125,428092.2,237429.48,190662.72,Matched,Approved
3258350,MG6566606080,LTLKG3OPA,3139123577,04-01-2025,EUR,Primary Info 126,Secondary Info 126,294030.33,380379.41,-86349.08,Partially Matched,Needs review
3137087,OO8246020157,MKOXKI80I,3209348658,14-08-2024,USD,Primary Info 127,Secondary Info 127,177558.69,162931.62,14627.07,Matched,Pending investigation
3354807,IM6416760680,ALKAWSKBA,5122584099,08-10-2024,INR,Primary Info 128,Secondary Info 128,480694.95,283631.46,197063.49,Partially Matched,Approved
1398702,OY4350850481,2VBR047EI,7943252337,09-08-2024,JPY,Primary Info 129,Secondary Info 129,258210.53,439608.78,-181398.25,Matched,
2148342,FG8477325588,G4ZMKKVU9,2283808252,03-11-2024,GBP,Primary Info 130,Secondary Info 130,361076.48,169544.01,191532.47,Partially Matched,Approved
7125250,LZ5299365827,7KP6GYLE4,7432502607,06-03-2025,GBP,Primary Info 131,Secondary Info 131,93483.88,31375.47,62108.41,Matched,Needs review
2488965,CW4579661015,NBB603G01,7484988537,05-05-2024,USD,Primary Info 132,Secondary Info 132,464704.48,21024.54,443679.94,Partially Matched,
1903379,FP0266007487,U8Q6H3LQ8,1351287578,08-04-2024,GBP,Primary Info 133,Secondary Info 133,465284.45,431571.11,33713.34,Pending,Approved
1587682,JL7106727452,1KOFVHO8Y,1792927651,04-12-2024,INR,Primary Info 134,Secondary Info 134,298113.85,266034.96,32078.89,Pending,Check discrepancy
2440141,UE1040300522,AGBQOSX0O,1048303126,25-08-2024,AUD,Primary Info 135,Secondary Info 135,86497.67,393096.93,-306599.26,Unmatched,
2422472,SS5181126480,OD6AOK6N6,3210852603,29-10-2024,CAD,Primary Info 136,Secondary Info 136,355470.32,232093.11,123377.21,Matched,Needs review
2142122,RZ4504956312,1VKRZLMKY,1351287578,14-06-2024,EUR,Primary Info 137,Secondary Info 137,436745.82,326670.94,110074.88,Partially Matched,
3790972,GZ5472844247,97UBTIJSQ,2367330619,30-09-2024,CAD,Primary Info 138,Secondary Info 138,137761.43,476945.84,-339184.41,Partially Matched,Approved
6764484,CZ4089938642,APNHKHFT8,3104749696,09-04-2024,INR,Primary Info 139,Secondary Info 139,187731.91,278575.28,-90843.37,Partially Matched,Needs review
4151225,ZB5027568242,GB7D35W50,2718559155,05-11-2024,GBP,Primary Info 140,Secondary Info 140,133259.15,70662.18,62596.97,Matched,Check discrepancy
3096715,DU0316083715,J4W1A4RZ0,3293929821,21-11-2024,INR,Primary Info 141,Secondary Info 141,42794.31,224329.5,-181535.19,Unmatched,Needs review
2894574,GU6040267653,U9WI81KW5,2970623955,27-11-2024,INR,Primary Info 142,Secondary Info 142,361247.03,130868.97,230378.06,Matched,Approved
1963904,FD6961576538,MUVZ86YUR,1598783176,17-01-2025,EUR,Primary Info 143,Secondary Info 143,138046.38,352542.42,-214496.04,Pending,Needs review
2516110,QJ5406171260,CAKQJ9BUN,3338522666,20-10-2024,INR,Primary Info 144,Secondary Info 144,48688.18,464843.82,-416155.64,Partially Matched,Check discrepancy
8729674,OZ5048110421,1RDBDREMG,2454578632,05-04-2024,AUD,Primary Info 145,Secondary Info 145,170005.39,60457.99,109547.4,Unmatched,Approved
1059050,DO9825621798,J5TG9FNWV,1953647582,15-12-2024,JPY,Primary Info 146,Secondary Info 146,79774.55,347260.45,-267485.9,Unmatched,Approved
3360758,LR1243509871,UYA52FVTO,1371436685,17-09-2024,AUD,Primary Info 147,Secondary Info 147,244489.74,106325.54,138164.2,Matched,
3183351,HF4508795536,KHZWMANI6,6777943979,28-02-2025,GBP,Primary Info 148,Secondary Info 148,341298.54,14914.81,326383.73,Matched,Pending investigation
2599155,GQ9574122034,0SOZGZZ7T,5275197349,09-08-2024,AUD,Primary Info 149,Secondary Info 149,376630.75,204243.25,172387.5,Partially Matched,Pending investigation
1173018,CW2817947006,G7Y0XMPRR,5496087593,20-09-2024,EUR,Primary Info 150,Secondary Info 150,271193.81,130704.73,140489.08,Matched,Check discrepancy
2135589,HU2350151829,2WBRFRWLD,2194047867,23-05-2024,AUD,Primary Info 151,Secondary Info 151,234739.76,331798.79,-97059.03,Unmatched,Pending investigation
2367844,BJ3447140143,YNKNO2Z2K,2889914332,30-09-2024,INR,Primary Info 152,Secondary Info 152,495433.44,490789.41,4644.03,Unmatched,
1208771,FZ7185181854,QJ97SZ3VR,3239505403,28-09-2024,AUD,Primary Info 153,Secondary Info 153,67609.74,94775.11,-27165.37,Unmatched,Check discrepancy
1481321,IP2015115933,JTDQPX4OM,1559816913,02-03-2025,EUR,Primary Info 154,Secondary Info 154,74503.59,385560.52,-311056.93,Pending,Needs review
2822611,QI9353328794,TZ7B0PRPC,1521351516,20-07-2024,JPY,Primary Info 155,Secondary Info 155,134840.41,227475.9,-92635.49,Unmatched,
1487674,MQ9434648138,WN6OX8MQU,2856223209,28-03-2024,CAD,Primary Info 156,Secondary Info 156,330155.57,351274.59,-21119.02,Matched,Pending investigation
1390309,GU2651944064,RQBP2S2XD,3160795773,04-11-2024,CAD,Primary Info 157,Secondary Info 157,239991.54,400521.65,-160530.11,Pending,Check discrepancy
1319174,AI7854461463,UJU6DT449,2779346211,10-08-2024,AUD,Primary Info 158,Secondary Info 158,94259.65,82798.54,11461.11,Matched,Pending investigation
1124937,ZJ9438803294,JYMCZAIZR,1729597925,14-11-2024,USD,Primary Info 159,Secondary Info 159,88325.88,239043.12,-150717.24,Partially Matched,Needs review
2779990,TK1248255894,CUNO2MZYU,1958953769,15-12-2024,USD,Primary Info 160,Secondary Info 160,494846.34,58721.75,436124.59,Unmatched,Pending investigation
1170757,KV4158894798,C9ZPXKWAE,3293929821,22-04-2024,EUR,Primary Info 161,Secondary Info 161,187926.23,202476.79,-14550.56,Unmatched,Needs review
1470579,RF9133219535,COGEBMHNR,2468471107,04-07-2024,INR,Primary Info 162,Secondary Info 162,479334.95,89953.55,389381.4,Matched,Needs review
5519701,TL5852387753,GF6QVOS41,1702235715,16-09-2024,JPY,Primary Info 163,Secondary Info 163,381861.45,57538.59,324322.86,Pending,
2354540,EP4035566780,SHEUWP9AD,3176443176,14-10-2024,JPY,Primary Info 164,Secondary Info 164,254866.07,231222.03,23644.04,Pending,Check discrepancy
2807051,EI5216851372,QZYI0MU8M,1837816986,17-10-2024,USD,Primary Info 165,Secondary Info 165,318433.16,118827.78,199605.38,Partially Matched,
6505691,MH3882914448,MXZRJ39OD,2018480728,31-03-2024,CAD,Primary Info 166,Secondary Info 166,378933.04,302201.59,76731.45,Pending,
1734774,UH6732604923,B9T9GK6RE,2155015814,03-04-2024,CAD,Primary Info 167,Secondary Info 167,197916.27,481118.47,-283202.2,Pending,Needs review
1228968,GN6538637405,IS5FI2IUO,1937616379,21-10-2024,GBP,Primary Info 168,Secondary Info 168,251519.14,458737.29,-207218.15,Unmatched,Check discrepancy
3747616,NM0928456940,OGRAYY15Y,1792927651,19-04-2024,AUD,Primary Info 169,Secondary Info 169,329029.88,62375.1,266654.78,Unmatched,
2482199,MC1281420162,MR5PSSDHY,3160795773,03-07-2024,AUD,Primary Info 170,Secondary Info 170,408675.81,227004.86,181670.95,Matched,
6859086,IE8273958956,AEZ84Y2Q4,2867558652,16-08-2024,AUD,Primary Info 171,Secondary Info 171,86400,262687.76,-176287.76,Partially Matched,
8320473,JV1441418868,RRPBFMWHM,6020124910,09-08-2024,JPY,Primary Info 172,Secondary Info 172,267953.99,252503.39,15450.6,Partially Matched,Pending investigation
2698064,VO2584075352,JV2GBAEVM,1149411822,07-04-2024,GBP,Primary Info 173,Secondary Info 173,259838.84,435345.64,-175506.8,Matched,Check discrepancy
